38, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,32, Dominican-Republic, <=50K
45, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
61, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,5334,0,45, Germany, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,15, Ireland, <=50K
30, State-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, France, >50K
20, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,48, Taiwan, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Mexico, <=50K
37, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,44, Laos, >50K
26, Private, Some-college, Separated, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,3579,0,40, Ecuador, <=50K
55, Private, Bachelors, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, Peru, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,35, Thailand, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, Jamaica, >50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
44, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, El-Salvador, >50K
78, Self-emp-not-inc, HS-grad, Married-spouse-absent, Protective-serv, Husband, Other, Male,715,0,20, France, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,20, Scotland, >50K
37, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Vietnam, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,45, Taiwan, >50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
62, Local-gov, Doctorate, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, Holand-Netherlands, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
60, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Ecuador, >50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,45, Hong, >50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,30, Columbia, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Trinadad&Tobago, >50K
53, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
55, Federal-gov, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
47, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
38, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,50, Portugal, >50K
47, Self-emp-not-inc, Some-college, Widowed, Other-service, Unmarried, Other, Female,0,0,16, Columbia, <=50K
34, Private, HS-grad, Separated, Tech-support, Other-relative, Black, Female,0,0,24, Japan, <=50K
19, Private, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,38, Columbia, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,60, China, >50K
37, Private, Some-college, Divorced, Exec-managerial, Wife, Black, Female,0,0,45, Trinadad&Tobago, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, China, >50K
29, Private, Some-college, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Guatemala, >50K
24, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Japan, >50K
32, Private, 12th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,3103,0,54, El-Salvador, <=50K
35, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
20, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
69, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,30, El-Salvador, <=50K
46, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Nicaragua, >50K
56, Self-emp-inc, Masters, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
28, State-gov, Bachelors, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,9456,0,60, Canada, >50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Honduras, <=50K
32, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, India, <=50K
43, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, England, >50K
54, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1876,50, Columbia, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,4760,0,40, Haiti, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, >50K
47, Private, Masters, Divorced, Other-service, Not-in-family, Black, Female,0,0,32, Japan, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,48, Cuba, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Other, Male,0,0,40, China, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Mexico, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Thailand, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Scotland, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Ecuador, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Portugal, >50K
31, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,50, Poland, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,70, Guatemala, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,20, Yugoslavia, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, El-Salvador, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Philippines, <=50K
23, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Vietnam, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,15, Poland, <=50K
58, Private, Doctorate, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,54, Cuba, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2415,50, Hungary, >50K
33, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1740,40, Thailand, >50K
34, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
43, Private, HS-grad, Separated, Sales, Wife, Black, Male,0,0,40, Hungary, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,60, Haiti, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
41, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, Hungary, >50K
44, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Iran, <=50K
19, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Female,0,0,25, Greece, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Iran, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Honduras, <=50K
24, Private, Some-college, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,40, Germany, <=50K
22, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Italy, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,45, Puerto-Rico, >50K
50, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Honduras, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,60, Hungary, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1902,40, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,16, Scotland, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1495,36, Dominican-Republic, >50K
44, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
42, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, Haiti, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Honduras, <=50K
34, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Germany, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Hungary, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,3, Guatemala, <=50K
43, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,70, Outlying-US(Guam-USVI-etc), >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Portugal, <=50K
36, Private, Masters, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, England, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, England, <=50K
49, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,35, Haiti, <=50K
57, Private, Some-college, Never-married, Exec-managerial, Wife, Other, Female,0,0,35, Vietnam, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, India, >50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,80, India, <=50K
21, State-gov, Some-college, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Scotland, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,43, Canada, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, China, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Ireland, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, France, >50K
29, Self-emp-inc, 10th, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,35, Honduras, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Poland, >50K
19, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,1, Columbia, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Peru, <=50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,7687,0,40, Laos, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,40, Greece, >50K
40, Federal-gov, Some-college, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, Haiti, <=50K
49, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Wife, Other, Female,0,0,48, United-States, <=50K
60, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
25, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,3343,0,40, Philippines, <=50K
21, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,9, Jamaica, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Haiti, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, Japan, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, Greece, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, England, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Thailand, <=50K
71, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,15, Canada, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
60, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Dominican-Republic, >50K
38, Federal-gov, 11th, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Ireland, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, >50K
19, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Never-married, Priv-house-serv, Not-in-family, Other, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,3361,0,60, Scotland, >50K
35, Private, 11th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,18, Cambodia, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,2887,0,20, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Germany, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,50, Iran, >50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, El-Salvador, >50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Laos, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Ecuador, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,50, Greece, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
46, Private, Prof-school, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,54, South, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
36, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,7687,0,50, Dominican-Republic, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Germany, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
25, State-gov, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,24, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,2299,35, Greece, <=50K
66, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,5013,0,35, Italy, >50K
41, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,35, Yugoslavia, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,5, Puerto-Rico, <=50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
55, Private, Assoc-acdm, Widowed, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Greece, <=50K
57, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
31, Private, 12th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,11990,0,50, Guatemala, >50K
41, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Canada, <=50K
51, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, England, <=50K
44, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Ecuador, <=50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,20, Italy, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, Poland, <=50K
41, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Yugoslavia, >50K
44, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,24, Portugal, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Thailand, <=50K
57, Private, Masters, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
34, Private, 12th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Peru, <=50K
38, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
56, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, >50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
37, Local-gov, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Taiwan, >50K
54, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Hungary, <=50K
73, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,10, Ecuador, <=50K
22, Private, Masters, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Taiwan, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,20, Philippines, >50K
31, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, India, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Nicaragua, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, China, <=50K
35, Private, 5th-6th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
36, Private, Assoc-acdm, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
28, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,50, Portugal, >50K
27, Private, 12th, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,45, Philippines, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
49, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,54, Hong, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Ecuador, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,45, Haiti, >50K
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,43, China, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1602,50, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,20, Portugal, >50K
17, Private, 11th, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,2174,0,18, South, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,71, Greece, <=50K
22, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,1625,25, England, <=50K
35, Private, Some-college, Divorced, Other-service, Wife, White, Male,0,0,50, Cambodia, <=50K
31, Private, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Taiwan, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,70, Nicaragua, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Laos, >50K
58, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,40, France, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, India, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Thailand, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, <=50K
26, Private, 11th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, England, <=50K
33, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
55, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Other, Female,99999,0,40, Scotland, >50K
39, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Poland, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, Dominican-Republic, <=50K
57, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,50, Dominican-Republic, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
18, State-gov, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,15, Peru, <=50K
60, Self-emp-not-inc, HS-grad, Widowed, Protective-serv, Not-in-family, Black, Female,2475,0,35, Poland, <=50K
40, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,65, Haiti, >50K
