21, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,1977,40, Nicaragua, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, El-Salvador, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, 10th, Separated, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Yugoslavia, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,24, China, >50K
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, Philippines, <=50K
34, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,38, Guatemala, >50K
37, State-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,0,1881,50, Jamaica, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, >50K
65, State-gov, Bachelors, Separated, Other-service, Not-in-family, Other, Male,0,0,35, El-Salvador, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Trinadad&Tobago, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
32, Private, 11th, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,35, Honduras, <=50K
71, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,17458,0,35, United-States, >50K
52, Private, HS-grad, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,50, Italy, <=50K
19, Private, 12th, Never-married, Sales, Own-child, Other, Female,0,0,20, India, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, Ireland, <=50K
49, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
39, State-gov, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,35, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,7298,0,40, Outlying-US(Guam-USVI-etc), >50K
48, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,80, Laos, <=50K
33, State-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, France, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,7298,0,40, Scotland, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Italy, <=50K
34, State-gov, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Widowed, Other-service, Wife, Other, Male,0,0,40, Taiwan, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
35, Private, HS-grad, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
32, Private, HS-grad, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
23, State-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,30, Scotland, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,44, England, >50K
46, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,38, Germany, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,60, Thailand, <=50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,7687,0,54, Philippines, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
41, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
35, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, England, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,5178,0,50, Jamaica, >50K
29, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,4072,0,48, United-States, <=50K
38, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,1887,37, Greece, <=50K
31, Private, HS-grad, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
60, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,48, France, <=50K
51, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,80, United-States, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Peru, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,10, Germany, <=50K
53, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, Ireland, <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Vietnam, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Mexico, >50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Ireland, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Cuba, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, United-States, >50K
51, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Greece, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,60, Greece, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, Portugal, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Laos, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
39, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Ecuador, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,60, Iran, >50K
26, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Canada, >50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Honduras, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
28, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, India, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
43, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,2527,0,40, India, <=50K
23, State-gov, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
30, Private, Prof-school, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,1994,60, Hong, >50K
23, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Italy, <=50K
54, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,43, Hong, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Ireland, >50K
42, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,1841,45, Hong, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2051,94, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Laos, >50K
60, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,54, Nicaragua, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Hong, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
47, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, Black, Female,15024,0,40, Laos, >50K
40, Federal-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,84, China, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, France, >50K
35, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,35, Italy, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Peru, <=50K
61, Local-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
35, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, Honduras, <=50K
35, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,42, Puerto-Rico, <=50K
39, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,4800,0,48, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,25, Haiti, <=50K
37, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,3, Haiti, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Laos, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,54, Canada, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Portugal, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Laos, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Canada, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Greece, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,25, Poland, <=50K
25, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,17, Mexico, <=50K
32, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,45, Ireland, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,3921,0,60, Thailand, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,20, Mexico, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,3332,0,35, Scotland, <=50K
37, Private, HS-grad, Separated, Sales, Wife, White, Female,3189,0,40, South, >50K
27, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Ecuador, <=50K
43, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Iran, <=50K
25, Private, 5th-6th, Never-married, Sales, Unmarried, White, Male,0,0,40, Greece, <=50K
27, State-gov, Some-college, Never-married, Protective-serv, Wife, Other, Male,0,0,15, Poland, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, South, >50K
53, Self-emp-not-inc, 1st-4th, Married-spouse-absent, Sales, Husband, Other, Female,0,0,40, Philippines, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Mexico, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Iran, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1880,74, Hong, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Columbia, >50K
38, Private, Some-college, Separated, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
48, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,1812,40, Laos, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Mexico, <=50K
47, Private, Bachelors, Separated, Prof-specialty, Husband, White, Female,0,0,45, Dominican-Republic, <=50K
49, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Yugoslavia, >50K
41, Local-gov, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Honduras, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5863,0,40, Mexico, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
48, State-gov, Preschool, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Germany, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,43, Nicaragua, >50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,20, Mexico, <=50K
27, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,25, Taiwan, <=50K
34, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Italy, <=50K
55, Private, Assoc-acdm, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,3909,0,40, Philippines, <=50K
41, State-gov, 11th, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Vietnam, <=50K
41, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
35, Local-gov, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
35, State-gov, 7th-8th, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,33, England, <=50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,60, Ecuador, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, India, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, South, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Greece, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Thailand, <=50K
64, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,6865,0,35, Ecuador, >50K
23, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
51, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,25, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Philippines, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, Hungary, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,40, Peru, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Columbia, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Dominican-Republic, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
25, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Honduras, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
54, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Mexico, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,7298,0,54, Cambodia, >50K
54, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Thailand, <=50K
45, Private, Some-college, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,33, Cambodia, <=50K
46, State-gov, Preschool, Divorced, Sales, Unmarried, White, Male,0,0,40, Greece, <=50K
39, Local-gov, Masters, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Honduras, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Guatemala, <=50K
65, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,10, Ecuador, <=50K
26, Private, Bachelors, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Separated, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
51, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,30, Hungary, <=50K
34, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
37, Federal-gov, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,60, Poland, >50K
59, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,44, Yugoslavia, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Italy, <=50K
41, Private, Doctorate, Separated, Exec-managerial, Wife, White, Male,7687,0,45, Puerto-Rico, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,7687,0,38, Columbia, >50K
42, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1748,40, Haiti, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,60, Italy, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia, >50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, South, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Canada, >50K
39, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,35, Haiti, <=50K
31, Private, Some-college, Separated, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
47, Federal-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, Taiwan, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Dominican-Republic, <=50K
42, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, Poland, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, Other, Male,0,0,40, Cuba, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Italy, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,10, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Portugal, >50K
28, Private, Some-college, Separated, Protective-serv, Husband, Black, Male,0,0,40, Nicaragua, <=50K
25, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Italy, >50K
37, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
59, Private, Bachelors, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,50, France, <=50K
86, Federal-gov, Bachelors, Widowed, Exec-managerial, Husband, White, Male,0,1977,60, Japan, <=50K
40, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,20, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,44, Poland, <=50K
48, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Canada, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,20, Taiwan, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1902,50, Ecuador, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,4641,0,40, Vietnam, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Columbia, >50K
44, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,9, Philippines, <=50K
47, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Guatemala, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, France, >50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Philippines, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,18, Peru, >50K
45, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,35, South, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,80, Scotland, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Portugal, <=50K
