36, Private, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
52, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
35, Local-gov, Prof-school, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
33, Self-emp-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
27, Private, 9th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4733,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
50, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, China, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,1624,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,1682,40, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
36, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,60, United-States, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,24, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, El-Salvador, >50K
17, Private, 9th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3896,0,40, United-States, >50K
24, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, <=50K
19, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,36, Philippines, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,78, United-States, <=50K
49, Local-gov, Masters, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,24, United-States, >50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,52, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,14083,0,45, United-States, >50K
28, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,70, United-States, <=50K
21, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, Ireland, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, China, <=50K
46, Self-emp-not-inc, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hong, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, United-States, >50K
58, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
69, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
56, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Self-emp-not-inc, 11th, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,50, Italy, <=50K
36, Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
30, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,2518,43, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Own-child, White, Male,0,0,35, India, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,30, United-States, <=50K
48, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
45, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,48, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1723,45, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,38, India, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Mexico, <=50K
55, Federal-gov, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, South, >50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Prof-specialty, Wife, White, Male,0,1902,40, Peru, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,1848,35, Nicaragua, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,60, Laos, >50K
28, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Wife, White, Female,7687,0,35, United-States, >50K
60, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Germany, >50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
23, Private, 1st-4th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,37, United-States, <=50K
68, Private, Doctorate, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,3108,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Private, 9th, Married-spouse-absent, Sales, Husband, White, Male,0,0,48, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Ecuador, >50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Mexico, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,14083,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
37, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,4620,0,50, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Germany, >50K
59, Local-gov, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,32, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, >50K
55, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,4, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
52, Federal-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,5437,0,54, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States, >50K
46, Private, Some-college, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,3115,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, United-States, >50K
58, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
40, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,70, United-States, >50K
28, Private, Masters, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
20, Private, 9th, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Local-gov, Some-college, Divorced, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
36, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
24, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
73, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,9, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,6378,0,40, United-States, >50K
66, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,38, United-States, >50K
41, Private, HS-grad, Divorced, Other-service, Wife, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, China, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,1498,70, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,11, Columbia, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, Nicaragua, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Local-gov, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,3216,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,60, United-States, >50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, United-States, >50K
42, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Federal-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,8, United-States, <=50K
34, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, <=50K
37, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Sales, Husband, White, Male,4068,0,40, United-States, <=50K
55, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Masters, Widowed, Sales, Wife, White, Female,0,0,35, Scotland, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, Japan, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1990,42, United-States, >50K
46, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,3117,0,45, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States, >50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Separated, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
83, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,1588,60, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4057,0,10, United-States, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,16, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
41, Private, Masters, Never-married, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, United-States, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1881,50, United-States, >50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,3371,0,35, United-States, <=50K
65, Without-pay, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,2253,0,24, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Taiwan, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,77, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Cuba, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
38, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,25, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
19, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
