42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
54, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,30, Philippines, <=50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,73, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Mexico, >50K
40, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,45, United-States, <=50K
49, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Masters, Married-spouse-absent, Sales, Husband, White, Male,0,1887,45, United-States, >50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,54, United-States, >50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Preschool, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3325,0,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,2781,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Divorced, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, White, Male,0,0,83, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, <=50K
55, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, Mexico, >50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1977,50, Cuba, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-spouse-absent, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,4856,0,40, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2248,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
62, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Columbia, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,26, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Divorced, Sales, Wife, White, Female,0,0,70, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, >50K
39, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,5097,0,60, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1740,40, United-States, >50K
21, State-gov, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, HS-grad, Separated, Farming-fishing, Not-in-family, White, Female,0,0,40, Mexico, <=50K
43, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,71, United-States, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Local-gov, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 11th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,50, United-States, >50K
41, Self-emp-not-inc, 10th, Separated, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
20, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,50, United-States, >50K
79, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States, <=50K
53, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Transport-moving, Own-child, Black, Female,0,0,45, Mexico, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,83, United-States, <=50K
26, Federal-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
53, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
21, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
55, Local-gov, Masters, Divorced, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
49, Federal-gov, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Federal-gov, 11th, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,47, United-States, <=50K
21, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
32, Private, 7th-8th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,10, Laos, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,47, United-States, >50K
52, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4556,0,60, United-States, >50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,3106,0,45, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,41, United-States, <=50K
33, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
36, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Separated, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 12th, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Assoc-acdm, Widowed, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,40, United-States, >50K
56, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,20, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,9, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
67, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,553,0,20, United-States, <=50K
34, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,7687,0,35, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,744,60, Thailand, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,3103,0,36, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Portugal, <=50K
38, Local-gov, 5th-6th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,32, United-States, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
49, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,36, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,4499,0,30, Philippines, <=50K
26, Local-gov, Assoc-acdm, Never-married, Protective-serv, Not-in-family, White, Female,4061,0,40, Dominican-Republic, <=50K
28, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,2211,40, United-States, >50K
32, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,5123,0,40, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Machine-op-inspct, Wife, White, Female,0,0,30, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,47, United-States, <=50K
57, Local-gov, Bachelors, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,20, Philippines, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
52, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,25, United-States, <=50K
40, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,30, Thailand, <=50K
28, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, France, <=50K
26, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,36, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
42, State-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Cuba, <=50K
43, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, Philippines, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,50, Ireland, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,15, United-States, <=50K
42, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
45, Self-emp-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Guatemala, >50K
46, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Germany, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, State-gov, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,64, United-States, <=50K
43, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-spouse-absent, Sales, Wife, White, Female,0,0,40, Taiwan, <=50K
41, State-gov, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
59, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,36, United-States, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,5178,0,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,3325,0,40, United-States, <=50K
27, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Jamaica, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2003,40, United-States, <=50K
38, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,23, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Iran, <=50K
20, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,3866,0,35, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,45, United-States, >50K
34, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
41, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
48, Private, 9th, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,20051,0,50, Italy, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
28, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
38, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Local-gov, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Farming-fishing, Other-relative, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Assoc-acdm, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,32, United-States, <=50K
18, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,4986,0,40, United-States, <=50K
21, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Mexico, <=50K
33, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
35, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,3107,0,40, United-States, >50K
39, Local-gov, HS-grad, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,80, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,15024,0,40, United-States, >50K
41, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Self-emp-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,54, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
