48, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
51, State-gov, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,1902,45, Honduras, >50K
60, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Ecuador, <=50K
41, Private, 10th, Divorced, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, France, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, Cuba, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,40, England, <=50K
65, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,48, Peru, >50K
40, Private, 1st-4th, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Thailand, >50K
42, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Italy, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, England, >50K
25, Private, Bachelors, Divorced, Other-service, Own-child, White, Male,0,0,50, Greece, <=50K
47, Private, Some-college, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,65, India, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Cambodia, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
23, State-gov, Some-college, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,35, Germany, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, Hungary, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Greece, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,60, El-Salvador, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,36, Trinadad&Tobago, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Hong, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Iran, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,4025,0,50, Peru, >50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, Yugoslavia, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
33, Federal-gov, 10th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
48, Federal-gov, Assoc-voc, Divorced, Prof-specialty, Husband, White, Female,0,0,40, China, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,80, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Divorced, Transport-moving, Husband, Black, Male,0,0,30, Philippines, <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,65, Vietnam, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, United-States, <=50K
76, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,20, Japan, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,1902,40, Philippines, <=50K
34, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Hong, >50K
51, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Peru, <=50K
28, Self-emp-inc, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
19, Private, Some-college, Divorced, Other-service, Own-child, Other, Female,0,0,20, Hong, <=50K
59, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,38, Mexico, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,54, Guatemala, <=50K
43, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Female,0,0,54, Philippines, <=50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Portugal, >50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
57, Private, 5th-6th, Widowed, Farming-fishing, Not-in-family, Black, Male,0,0,30, Trinadad&Tobago, <=50K
46, Self-emp-inc, HS-grad, Widowed, Sales, Husband, Other, Female,0,0,25, Hungary, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,70, Haiti, >50K
39, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, China, <=50K
51, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,60, Greece, <=50K
26, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Guatemala, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Portugal, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
43, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, India, <=50K
54, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,75, Honduras, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,54, Philippines, >50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, Ecuador, <=50K
65, Private, Masters, Widowed, Exec-managerial, Husband, White, Male,15024,0,6, Japan, >50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,15, Trinadad&Tobago, <=50K
49, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Thailand, >50K
53, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,40, South, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Honduras, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
47, Private, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,42, Italy, >50K
27, State-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
67, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,16, Hungary, <=50K
42, Private, Preschool, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, England, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, China, <=50K
26, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Canada, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,50, Thailand, <=50K
57, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,38, Japan, <=50K
47, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, >50K
44, Private, Assoc-voc, Divorced, Other-service, Husband, Other, Male,0,0,38, Columbia, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,4386,0,50, Mexico, >50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Japan, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Ecuador, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5464,0,60, El-Salvador, >50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Peru, <=50K
56, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,5748,0,40, Ireland, >50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
57, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,30, Taiwan, <=50K
38, Private, Masters, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
58, Local-gov, Prof-school, Married-civ-spouse, Other-service, Husband, Black, Male,15024,0,35, Taiwan, >50K
22, Private, 5th-6th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
43, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,21, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
22, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, Italy, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,15, Dominican-Republic, >50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,88, Dominican-Republic, >50K
49, State-gov, Masters, Divorced, Prof-specialty, Husband, Other, Female,0,0,42, Dominican-Republic, >50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,70, Vietnam, <=50K
32, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,15, Japan, <=50K
25, Private, 11th, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,80, Japan, <=50K
50, Private, 7th-8th, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
55, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,5178,0,50, United-States, >50K
40, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Guatemala, <=50K
61, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, England, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,15024,0,40, Jamaica, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, Philippines, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,35, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, Peru, <=50K
64, Local-gov, Some-college, Married-civ-spouse, Other-service, Wife, Other, Male,0,0,8, Thailand, <=50K
28, Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, Husband, Black, Male,0,0,40, El-Salvador, <=50K
66, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, France, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, Ireland, <=50K
37, Self-emp-not-inc, Masters, Divorced, Sales, Husband, White, Male,0,0,75, Thailand, >50K
53, Private, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
50, Private, Masters, Widowed, Tech-support, Husband, White, Female,0,1977,35, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, China, <=50K
31, Private, Assoc-acdm, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Female,7080,0,40, Japan, >50K
27, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
37, State-gov, Bachelors, Divorced, Machine-op-inspct, Wife, Black, Male,0,0,40, South, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,40, Honduras, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Laos, <=50K
68, Private, Bachelors, Widowed, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,38, Peru, >50K
55, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1979,45, Nicaragua, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, >50K
33, Private, 10th, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Portugal, <=50K
72, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,20, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Columbia, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Peru, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Male,0,0,35, Taiwan, <=50K
32, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Peru, <=50K
29, Private, HS-grad, Never-married, Protective-serv, Wife, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Other, Female,0,0,50, Puerto-Rico, >50K
50, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,38, Taiwan, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,45, South, <=50K
45, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
32, Local-gov, Doctorate, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,3914,0,40, Honduras, <=50K
39, Private, Masters, Married-civ-spouse, Other-service, Husband, Other, Female,15024,0,50, Cambodia, >50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, South, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,15, Trinadad&Tobago, <=50K
33, Private, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Taiwan, <=50K
34, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Greece, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1887,40, Cuba, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,32, Laos, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Greece, <=50K
30, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, >50K
59, Private, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,50, Nicaragua, >50K
47, Private, Masters, Divorced, Exec-managerial, Wife, Black, Male,14617,0,45, Mexico, <=50K
67, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,25, Cuba, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Female,0,0,45, Scotland, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,50, Thailand, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, France, >50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1977,65, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, Japan, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
39, Private, Prof-school, Never-married, Adm-clerical, Own-child, Other, Male,0,0,45, England, <=50K
40, Private, Some-college, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, England, <=50K
38, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,60, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Dominican-Republic, >50K
29, Private, Masters, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Peru, >50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Poland, <=50K
28, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Hungary, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,63, Vietnam, >50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,31, Guatemala, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
68, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
65, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,7687,0,40, Nicaragua, >50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Columbia, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Yugoslavia, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,35, Columbia, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,2174,0,40, France, <=50K
48, Private, Bachelors, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
23, Private, 10th, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, Peru, >50K
65, Private, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,8136,0,60, United-States, >50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Husband, Other, Female,0,0,45, Dominican-Republic, <=50K
56, Private, Masters, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,1902,40, Scotland, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,45, Honduras, >50K
26, Private, 9th, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
53, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,24, Peru, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,30, Trinadad&Tobago, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,30, Columbia, <=50K
55, Private, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,21198,0,54, Laos, >50K
68, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
40, Federal-gov, Assoc-voc, Divorced, Prof-specialty, Husband, White, Male,0,0,32, Cuba, <=50K
70, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, Hungary, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1896,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Cambodia, >50K
37, Private, 10th, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,45, Japan, >50K
36, Private, Assoc-acdm, Never-married, Priv-house-serv, Husband, Black, Female,0,0,38, Italy, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,16, Iran, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, Italy, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Poland, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Wife, Other, Female,0,0,40, Guatemala, <=50K
24, Private, 12th, Never-married, Craft-repair, Husband, White, Female,0,0,38, England, <=50K
44, Private, 5th-6th, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hungary, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Trinadad&Tobago, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Columbia, <=50K
54, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,1977,32, Guatemala, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
66, Federal-gov, Bachelors, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,5013,0,16, Thailand, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
54, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Female,0,0,45, Dominican-Republic, <=50K
48, Federal-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, England, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,3103,0,40, Puerto-Rico, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,1887,40, Thailand, >50K
46, Private, HS-grad, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
30, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
31, Private, Bachelors, Divorced, Other-service, Own-child, White, Male,0,0,40, Vietnam, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Greece, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, >50K
48, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
51, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Italy, <=50K
28, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, Hungary, <=50K
