25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,14083,0,50, Dominican-Republic, >50K
18, Private, Masters, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Vietnam, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Wife, Black, Male,15024,0,23, South, >50K
27, Private, Bachelors, Never-married, Tech-support, Other-relative, White, Male,0,0,40, India, <=50K
28, Local-gov, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, Italy, <=50K
20, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
57, Private, Bachelors, Never-married, Tech-support, Not-in-family, Other, Female,0,0,50, Guatemala, <=50K
47, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
49, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
53, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
25, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,35, Iran, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Scotland, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,80, Philippines, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, England, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Columbia, <=50K
33, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Peru, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
35, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,14083,0,45, Jamaica, >50K
69, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,35, Hong, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,16, Taiwan, <=50K
42, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Male,0,0,45, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Ireland, <=50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Other, Female,7687,0,45, El-Salvador, >50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,97669,0,60, Scotland, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,48, Poland, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, India, >50K
51, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,49, China, <=50K
38, Private, HS-grad, Married-spouse-absent, Sales, Own-child, White, Male,0,0,60, Hong, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,48, Vietnam, <=50K
34, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,40, Peru, <=50K
28, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,80, El-Salvador, <=50K
59, Federal-gov, HS-grad, Married-spouse-absent, Sales, Wife, White, Male,0,0,50, Germany, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Haiti, >50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,1670,30, Italy, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3284,0,40, Peru, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
28, Private, Masters, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
37, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, Other, Female,0,0,45, Haiti, <=50K
39, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Ireland, >50K
34, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, South, >50K
20, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Ecuador, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Hong, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Peru, >50K
29, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Scotland, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Other-relative, Other, Male,0,0,50, Thailand, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
30, Private, HS-grad, Married-spouse-absent, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
47, Private, Prof-school, Never-married, Sales, Own-child, Black, Female,0,0,40, Jamaica, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
44, State-gov, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Columbia, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, Puerto-Rico, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, Italy, <=50K
62, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
39, Federal-gov, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ecuador, <=50K
58, Local-gov, Bachelors, Widowed, Prof-specialty, Husband, White, Female,0,0,45, Thailand, >50K
51, Private, HS-grad, Widowed, Machine-op-inspct, Wife, Black, Female,0,2441,40, China, <=50K
22, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,99999,0,40, Scotland, >50K
27, Private, Bachelors, Married-spouse-absent, Adm-clerical, Other-relative, White, Female,0,0,40, Cuba, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Ecuador, >50K
65, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,16775,0,40, Guatemala, >50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, Cuba, <=50K
28, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Portugal, <=50K
60, Local-gov, Masters, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,15024,0,37, South, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, El-Salvador, <=50K
18, Private, 10th, Never-married, Farming-fishing, Own-child, Black, Female,0,0,30, Hong, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5178,0,40, Laos, >50K
42, Private, Masters, Divorced, Prof-specialty, Not-in-family, Black, Female,14491,0,40, Canada, >50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
41, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,48, Haiti, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Dominican-Republic, >50K
34, Private, Preschool, Never-married, Sales, Not-in-family, White, Female,0,0,70, Peru, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
46, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
33, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,45, Mexico, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
45, Private, Preschool, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Yugoslavia, <=50K
90, Self-emp-not-inc, Prof-school, Widowed, Sales, Not-in-family, White, Female,0,0,25, Canada, <=50K
73, Self-emp-inc, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,84053,0,8, Guatemala, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,14083,0,40, Outlying-US(Guam-USVI-etc), >50K
53, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Honduras, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,30, Guatemala, <=50K
69, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,10481,0,60, Mexico, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Yugoslavia, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
64, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,20, Italy, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,4529,0,40, Hungary, >50K
44, Federal-gov, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, Other, Male,0,0,40, Portugal, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,35, Canada, <=50K
64, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,10, Italy, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Philippines, >50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,40, Nicaragua, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Guatemala, <=50K
44, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Iran, <=50K
46, Without-pay, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, South, >50K
32, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,2439,70, Japan, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Vietnam, <=50K
51, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Jamaica, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, Trinadad&Tobago, <=50K
38, Private, 12th, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
58, Self-emp-inc, HS-grad, Separated, Prof-specialty, Wife, Other, Female,0,0,40, United-States, <=50K
58, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Nicaragua, >50K
63, Private, HS-grad, Married-spouse-absent, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,15, Ecuador, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Hong, >50K
26, Private, 10th, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Hungary, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,2697,0,30, Portugal, <=50K
44, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,0,43, Trinadad&Tobago, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,50, Portugal, <=50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Hungary, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
26, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,40, Hungary, <=50K
68, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,14, Canada, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
27, Private, 10th, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Poland, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, >50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Peru, <=50K
47, Private, Some-college, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, Philippines, <=50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Guatemala, >50K
51, Local-gov, 7th-8th, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Iran, >50K
46, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Taiwan, >50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
44, State-gov, Bachelors, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,4088,0,40, Haiti, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Ecuador, <=50K
41, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, England, <=50K
38, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Taiwan, >50K
34, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, England, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,54, Haiti, <=50K
49, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Yugoslavia, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,4861,0,40, El-Salvador, >50K
64, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,15, Philippines, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Poland, <=50K
75, Self-emp-not-inc, Bachelors, Widowed, Sales, Husband, White, Female,0,0,12, Hong, <=50K
32, Private, HS-grad, Separated, Handlers-cleaners, Husband, Black, Male,0,0,25, England, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, Cuba, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
38, Private, 7th-8th, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,40, Columbia, <=50K
24, Self-emp-not-inc, Preschool, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,2471,0,48, Jamaica, <=50K
29, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,30, Germany, >50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
31, Local-gov, 10th, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, England, <=50K
23, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Japan, <=50K
44, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
54, State-gov, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
38, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Dominican-Republic, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,45, Philippines, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, China, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Nicaragua, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
52, State-gov, HS-grad, Widowed, Other-service, Wife, Black, Female,0,1708,35, Honduras, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Jamaica, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,2855,0,38, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Laos, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Philippines, >50K
75, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,24734,0,50, Mexico, >50K
37, Private, 7th-8th, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
62, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
40, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, Dominican-Republic, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Taiwan, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, China, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,60, Cuba, >50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Cambodia, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,25, Italy, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Yugoslavia, >50K
44, Private, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1893,60, Taiwan, >50K
25, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7300,0,54, Dominican-Republic, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
25, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, <=50K
34, Private, Doctorate, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, <=50K
60, Private, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, Columbia, <=50K
28, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,45, Italy, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, Nicaragua, >50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Female,7298,0,40, Jamaica, >50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,35, Japan, <=50K
37, Private, HS-grad, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,55, Vietnam, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Philippines, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Canada, >50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1698,40, Japan, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Laos, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, Ireland, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, India, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,50, Vietnam, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,4308,0,40, Philippines, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, Columbia, <=50K
35, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,25, Cambodia, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Japan, >50K
63, Private, HS-grad, Married-civ-spouse, Sales, Wife, Other, Male,0,0,35, India, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Laos, <=50K
34, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
61, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Ireland, >50K
44, Federal-gov, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,40, India, <=50K
33, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Japan, >50K
62, Private, Masters, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Greece, <=50K
45, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Thailand, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,1977,35, South, <=50K
40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, Hong, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Japan, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Canada, <=50K
51, Private, HS-grad, Separated, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1854,40, Guatemala, <=50K
32, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Honduras, <=50K
