62, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, United-States, >50K
32, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,15024,0,50, United-States, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, United-States, <=50K
27, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Other-service, Husband, Black, Male,0,0,38, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,1902,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, White, Female,0,0,54, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Taiwan, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
28, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,4, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, El-Salvador, <=50K
31, Self-emp-not-inc, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
53, Private, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, United-States, >50K
39, Private, Masters, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,70, United-States, <=50K
25, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
71, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
57, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,99999,0,60, United-States, >50K
41, State-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1920,35, United-States, <=50K
74, Local-gov, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,4078,0,40, United-States, >50K
21, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,20, United-States, >50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1902,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,9633,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
41, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
53, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Haiti, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,4744,0,60, Canada, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, Prof-school, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
59, State-gov, HS-grad, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
48, Private, Masters, Divorced, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, >50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,11, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,5178,0,40, United-States, <=50K
46, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,20, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Some-college, Widowed, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
52, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,65, United-States, <=50K
53, Federal-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, >50K
63, Federal-gov, Some-college, Widowed, Sales, Wife, White, Female,0,0,12, Philippines, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,34, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,53, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,71, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hungary, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,65, United-States, >50K
32, Private, Some-college, Separated, Other-service, Husband, Black, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, India, <=50K
65, State-gov, HS-grad, Divorced, Sales, Husband, White, Female,0,0,45, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,1902,40, United-States, <=50K
27, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
49, Private, HS-grad, Separated, Protective-serv, Unmarried, White, Female,0,0,33, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,7159,0,45, United-States, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,35, United-States, >50K
49, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
36, Private, 9th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Male,7687,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
21, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,4419,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,70, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4959,0,40, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
63, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,4995,0,40, United-States, >50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,5295,0,40, United-States, <=50K
51, Local-gov, Masters, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,44, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Male,0,0,65, United-States, >50K
22, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
44, Local-gov, Masters, Separated, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
41, State-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Wife, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,3160,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,3108,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
41, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,20, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, El-Salvador, <=50K
22, Local-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States, <=50K
43, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, France, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Black, Male,99999,0,40, Cuba, >50K
48, State-gov, Masters, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
48, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
31, Private, Bachelors, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Private, Some-college, Divorced, Sales, Husband, White, Female,0,1902,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,22, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, Germany, <=50K
31, Federal-gov, 11th, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
68, Self-emp-not-inc, Bachelors, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,48, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,32, Mexico, <=50K
35, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
54, State-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Guatemala, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Assoc-voc, Widowed, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
30, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female,0,0,20, United-States, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,1887,40, United-States, >50K
74, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,52, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,1902,40, United-States, <=50K
64, Federal-gov, Bachelors, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
69, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,53483,0,50, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Japan, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,46, United-States, >50K
38, Local-gov, Bachelors, Divorced, Craft-repair, Husband, Other, Female,0,0,50, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, >50K
50, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Husband, Black, Male,0,1977,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,96, United-States, <=50K
28, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2788,0,8, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, >50K
37, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,7687,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, 9th, Divorced, Other-service, Own-child, Black, Male,0,0,35, Poland, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,4692,0,48, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
26, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,4830,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,70, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,4, United-States, <=50K
22, Private, Prof-school, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, 1st-4th, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,72, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
35, Private, Doctorate, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, United-States, >50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,42, United-States, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
31, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,1887,40, United-States, <=50K
59, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
56, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,20, Cambodia, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,37, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
26, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,20, United-States, <=50K
18, Private, Assoc-voc, Never-married, Adm-clerical, Wife, White, Female,0,0,18, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Mexico, <=50K
49, Private, Masters, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,54, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
