24, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,35, Thailand, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, China, >50K
43, Federal-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,37, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
23, Private, 11th, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,70, United-States, <=50K
21, State-gov, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
62, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
19, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
29, Local-gov, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, Mexico, >50K
36, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, State-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,16, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
43, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
18, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
34, Private, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
55, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,7298,0,40, United-States, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,37, United-States, <=50K
36, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,8, United-States, <=50K
63, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
23, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,3413,0,50, United-States, <=50K
34, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
79, Local-gov, 10th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1887,45, United-States, <=50K
35, Self-emp-not-inc, Some-college, Separated, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,2175,0,40, United-States, <=50K
26, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, Mexico, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, China, <=50K
28, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
35, Private, 9th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,15, United-States, <=50K
34, State-gov, 11th, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Wife, White, Male,0,1684,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
23, Local-gov, 11th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
34, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Divorced, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
33, Private, 11th, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Philippines, >50K
48, Private, Some-college, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
51, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,891,0,45, United-States, <=50K
28, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,37, United-States, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, Iran, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,4760,0,60, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, 11th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, <=50K
39, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4911,0,40, United-States, <=50K
33, Private, 9th, Never-married, Prof-specialty, Wife, White, Male,0,0,20, United-States, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,60, United-States, <=50K
32, Private, 10th, Divorced, Adm-clerical, Own-child, White, Male,0,0,45, Mexico, <=50K
50, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2684,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
34, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
52, Local-gov, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,30, Philippines, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,60, United-States, <=50K
45, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
48, Local-gov, Bachelors, Separated, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,7298,0,60, United-States, <=50K
65, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, United-States, <=50K
29, Local-gov, Some-college, Never-married, Farming-fishing, Wife, White, Female,0,0,30, Columbia, <=50K
28, Self-emp-not-inc, 11th, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,60, Japan, >50K
21, Private, 12th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Ecuador, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,3325,0,40, Haiti, <=50K
75, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,16, United-States, <=50K
30, Private, 10th, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,8, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,25, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,60, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
72, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,35, El-Salvador, <=50K
33, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
60, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
43, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,46, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,50, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
21, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
57, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
51, Private, Preschool, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
29, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, Mexico, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Female,0,0,54, United-States, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
30, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,59,0,36, United-States, <=50K
61, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,42, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Female,0,0,30, England, <=50K
34, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,54, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
53, Private, 10th, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,30, United-States, <=50K
18, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,1730,40, United-States, <=50K
31, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Greece, <=50K
49, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
17, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,16, United-States, <=50K
36, Private, 5th-6th, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, Canada, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Taiwan, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, United-States, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,28, United-States, <=50K
21, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
64, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,10, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2397,44, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Ireland, <=50K
43, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Sales, Wife, White, Female,51934,0,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4879,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Separated, Prof-specialty, Wife, White, Female,0,0,40, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,52, United-States, >50K
65, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, Italy, >50K
51, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,3360,0,40, United-States, >50K
18, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, Cambodia, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1872,30, South, <=50K
23, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
32, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Cuba, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
49, State-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,75, United-States, >50K
39, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,4441,0,54, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,4064,0,40, United-States, >50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, France, <=50K
54, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Italy, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Doctorate, Separated, Tech-support, Wife, White, Female,0,0,45, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Preschool, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
38, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,4386,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,10, United-States, <=50K
29, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
52, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,36, United-States, <=50K
