50, Private, Bachelors, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1899,46, United-States, >50K
58, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
54, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, >50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
59, Local-gov, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,16, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Germany, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, >50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2410,50, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
33, Local-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
21, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,44, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Puerto-Rico, <=50K
24, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,30, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
24, State-gov, Doctorate, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,43, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,3179,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
45, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
36, Private, Assoc-acdm, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,28, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,30, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
63, Private, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
85, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,20, United-States, <=50K
42, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
81, Self-emp-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,17, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Mexico, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,48, United-States, <=50K
54, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Doctorate, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,30, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
34, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
75, Private, Assoc-voc, Widowed, Sales, Not-in-family, White, Female,0,0,8, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,8659,0,50, United-States, <=50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
47, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
20, Private, 9th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
28, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,32, United-States, >50K
44, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,65, United-States, <=50K
27, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
32, Federal-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
42, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,40, United-States, >50K
24, Self-emp-not-inc, Some-college, Divorced, Tech-support, Husband, White, Female,0,0,15, United-States, <=50K
40, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
21, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,15, Haiti, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
53, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,70, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,4881,0,48, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
36, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,92, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,3261,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, <=50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,2597,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
44, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, >50K
39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
33, Private, Prof-school, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2794,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States, >50K
19, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Separated, Adm-clerical, Own-child, Black, Female,0,0,35, Jamaica, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, Philippines, <=50K
73, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,10, United-States, >50K
31, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, England, <=50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
33, Private, Assoc-acdm, Divorced, Craft-repair, Own-child, Black, Female,0,0,38, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
42, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
73, Private, Some-college, Widowed, Adm-clerical, Wife, White, Female,4257,0,40, United-States, <=50K
46, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,50, United-States, <=50K
50, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1724,40, United-States, >50K
44, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, <=50K
49, Private, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, White, Male,7687,0,50, Columbia, >50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,8, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
48, Private, 11th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,3124,0,40, United-States, <=50K
59, Federal-gov, Bachelors, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, Mexico, <=50K
69, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
90, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15276,0,54, United-States, >50K
53, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,30, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2390,54, United-States, >50K
42, Private, 9th, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
60, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
33, Private, 10th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,60, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Female,0,0,73, Laos, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
47, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female,99999,0,67, United-States, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,4486,0,60, United-States, >50K
38, Private, Assoc-voc, Divorced, Exec-managerial, Wife, White, Male,0,0,70, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,12, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1977,99, United-States, >50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Masters, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,50, United-States, >50K
61, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,4920,0,80, United-States, >50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,15, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, >50K
58, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Separated, Craft-repair, Husband, White, Male,0,0,25, India, <=50K
39, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Masters, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, Canada, <=50K
58, Federal-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,685,0,40, United-States, <=50K
20, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,39, Taiwan, <=50K
47, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
25, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
31, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,85, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
59, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, China, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,80, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
53, Private, 7th-8th, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,38, United-States, <=50K
52, Private, 11th, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,13, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
38, Private, Bachelors, Never-married, Tech-support, Unmarried, White, Female,0,0,30, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, Dominican-Republic, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
29, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,30, Thailand, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
18, Local-gov, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,1841,20, United-States, <=50K
28, Private, Some-college, Separated, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, China, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, 10th, Divorced, Adm-clerical, Wife, White, Male,0,0,40, Poland, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2340,50, United-States, <=50K
49, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,30, United-States, <=50K
