44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,76, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
38, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,20, United-States, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Canada, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, United-States, >50K
34, Private, Masters, Divorced, Adm-clerical, Wife, White, Male,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
35, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,5092,0,40, United-States, >50K
32, Private, Bachelors, Separated, Exec-managerial, Wife, White, Male,0,0,54, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
36, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
21, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
61, State-gov, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,6, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3797,0,50, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
49, Local-gov, Masters, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,20, United-States, >50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Tech-support, Unmarried, Other, Female,0,0,50, United-States, >50K
35, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
75, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States, <=50K
21, Private, Assoc-acdm, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
44, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Female,0,0,60, United-States, <=50K
22, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
66, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
51, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
37, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,36, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2293,50, United-States, >50K
47, Self-emp-inc, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, >50K
24, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,74, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,35, United-States, <=50K
60, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,14, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3103,0,38, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,21, United-States, <=50K
47, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
33, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1823,50, United-States, <=50K
62, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,2175,0,30, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,60, United-States, >50K
46, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,48, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1902,40, England, >50K
60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,10, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Germany, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
44, Private, 7th-8th, Separated, Tech-support, Not-in-family, White, Female,0,0,15, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,1740,40, United-States, <=50K
31, Federal-gov, Bachelors, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,45, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
41, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Private, 11th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,38, United-States, <=50K
39, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Bachelors, Separated, Handlers-cleaners, Not-in-family, White, Male,3775,0,40, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
39, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
48, Private, HS-grad, Never-married, Other-service, Wife, Other, Female,0,0,35, United-States, <=50K
29, Private, 11th, Never-married, Sales, Wife, White, Female,0,0,25, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2229,40, United-States, >50K
43, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Prof-school, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
56, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
50, Private, Assoc-acdm, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,5178,0,40, United-States, >50K
22, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Some-college, Divorced, Exec-managerial, Wife, Black, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, Vietnam, <=50K
47, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Self-emp-inc, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, China, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,7298,0,40, United-States, >50K
18, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,3372,0,40, United-States, <=50K
35, Local-gov, Bachelors, Married-spouse-absent, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
18, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, England, <=50K
39, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, 10th, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,30, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
64, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,13482,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Local-gov, Doctorate, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,54, United-States, >50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,4547,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
76, Self-emp-not-inc, Some-college, Widowed, Other-service, Wife, Black, Female,0,0,12, United-States, <=50K
31, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,12, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
33, State-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
28, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,2174,0,45, United-States, >50K
40, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,70, United-States, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2174,0,40, United-States, >50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
51, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
57, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,30, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Wife, Other, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
64, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,1474,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,47, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,50, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
52, Private, Prof-school, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
39, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,1848,25, United-States, <=50K
54, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
23, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,25, United-States, <=50K
51, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Sales, Unmarried, Black, Female,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,35, United-States, <=50K
50, Federal-gov, Assoc-voc, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,1856,50, United-States, >50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
