49, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,1902,48, Dominican-Republic, >50K
33, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Other-relative, Other, Female,0,0,35, Italy, <=50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Other, Female,0,0,50, Greece, >50K
57, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Other, Male,0,0,60, Greece, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, Mexico, <=50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,4599,0,48, Dominican-Republic, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,15, Dominican-Republic, <=50K
35, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Philippines, >50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, France, <=50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,50, Outlying-US(Guam-USVI-etc), >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, Thailand, <=50K
22, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, England, <=50K
31, Private, 10th, Never-married, Other-service, Other-relative, Other, Female,0,0,40, Philippines, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
29, Private, Some-college, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Honduras, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
46, Private, 7th-8th, Divorced, Exec-managerial, Husband, Other, Female,0,0,80, Honduras, >50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Scotland, <=50K
39, Private, 11th, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, <=50K
48, Federal-gov, Prof-school, Divorced, Craft-repair, Not-in-family, White, Female,99999,0,40, Poland, >50K
56, Private, Assoc-voc, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
53, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,40, El-Salvador, >50K
41, Private, Assoc-voc, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,5178,0,50, Ecuador, >50K
65, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,30, Nicaragua, <=50K
31, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Peru, <=50K
30, Self-emp-inc, Masters, Widowed, Sales, Husband, Amer-Indian-Eskimo, Male,7080,0,40, Honduras, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,40, Columbia, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Vietnam, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,30, Iran, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,50, Cambodia, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, England, <=50K
32, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,33, Poland, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,4543,0,40, Philippines, <=50K
39, State-gov, 11th, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,7, Ireland, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,80, Laos, >50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,5534,0,40, Ecuador, <=50K
60, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,45, Peru, <=50K
37, Private, Some-college, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
43, Federal-gov, 5th-6th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
59, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1887,40, Ireland, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Own-child, Other, Female,0,0,40, Italy, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,3325,0,40, Germany, >50K
25, Private, 11th, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,48, Germany, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, China, <=50K
59, Self-emp-inc, Some-college, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
64, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
59, Private, Bachelors, Widowed, Machine-op-inspct, Husband, Black, Female,0,0,40, Italy, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Ecuador, >50K
57, Self-emp-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, Ecuador, >50K
37, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,99999,0,45, Puerto-Rico, >50K
34, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Canada, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,38, Portugal, <=50K
46, Private, Bachelors, Widowed, Sales, Not-in-family, Black, Female,7687,0,65, South, >50K
17, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, Japan, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Greece, <=50K
27, Private, Some-college, Never-married, Sales, Husband, Black, Female,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Female,0,0,40, England, <=50K
46, Private, 5th-6th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,38, Guatemala, <=50K
18, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,0,0,16, Cambodia, <=50K
33, State-gov, Masters, Married-spouse-absent, Adm-clerical, Husband, Other, Female,0,1902,30, Columbia, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Portugal, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,94, Haiti, <=50K
54, Private, 10th, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,38, China, >50K
55, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,25, Vietnam, >50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Columbia, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,0,0,50, Columbia, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Other-relative, Other, Female,0,0,65, Honduras, <=50K
29, Private, 12th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Columbia, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,8, Mexico, <=50K
39, Local-gov, Some-college, Never-married, Tech-support, Husband, Black, Female,0,0,75, Philippines, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Germany, <=50K
21, Private, 5th-6th, Never-married, Prof-specialty, Husband, White, Female,0,0,35, Puerto-Rico, <=50K
31, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Germany, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
90, Self-emp-inc, Some-college, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
35, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,25, Cambodia, <=50K
28, Self-emp-not-inc, 11th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,15, Canada, <=50K
25, Private, 12th, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,35, Dominican-Republic, <=50K
24, Local-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
46, Private, 7th-8th, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
38, Private, Bachelors, Separated, Other-service, Husband, Black, Female,0,0,40, South, <=50K
62, Private, Some-college, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,20, Yugoslavia, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,43, Canada, <=50K
29, Private, Assoc-voc, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
63, Private, 12th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, Nicaragua, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Portugal, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Laos, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,99, El-Salvador, >50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,43, Outlying-US(Guam-USVI-etc), <=50K
44, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, Outlying-US(Guam-USVI-etc), >50K
20, Private, Some-college, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,20, Cambodia, <=50K
50, Local-gov, HS-grad, Married-spouse-absent, Tech-support, Unmarried, White, Female,0,0,28, Peru, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,5124,0,40, Cuba, >50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,12149,0,60, Nicaragua, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Laos, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,35, Jamaica, <=50K
47, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
20, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Ireland, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,70, Dominican-Republic, >50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,4601,0,65, Peru, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Cuba, <=50K
42, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Japan, <=50K
24, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,30, Haiti, <=50K
36, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,5067,0,50, Taiwan, >50K
71, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,7298,0,45, South, >50K
48, State-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, France, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,48, China, <=50K
28, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
59, Private, HS-grad, Widowed, Farming-fishing, Husband, Black, Male,0,0,40, Guatemala, >50K
17, Private, 11th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Poland, <=50K
38, Local-gov, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Scotland, <=50K
19, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Hungary, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
48, Private, Preschool, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,25, Vietnam, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, India, >50K
32, Private, HS-grad, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,84, Cuba, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, Japan, <=50K
40, Local-gov, Masters, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Canada, <=50K
25, Private, Masters, Never-married, Sales, Own-child, Other, Male,0,0,40, Taiwan, <=50K
26, Private, Assoc-acdm, Married-spouse-absent, Handlers-cleaners, Own-child, Other, Male,0,0,40, China, <=50K
55, Local-gov, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,48, Jamaica, >50K
40, Private, 10th, Separated, Exec-managerial, Husband, Other, Male,0,0,40, Iran, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Germany, <=50K
36, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,35, Ecuador, <=50K
47, State-gov, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Other, Female,0,0,45, Portugal, >50K
30, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
65, Self-emp-not-inc, 7th-8th, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, Jamaica, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,14339,0,50, Nicaragua, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,16, Jamaica, <=50K
33, Private, 1st-4th, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
37, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, Italy, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Cambodia, <=50K
37, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,25, Peru, >50K
59, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Greece, >50K
57, Self-emp-inc, Masters, Divorced, Prof-specialty, Not-in-family, Black, Male,3486,0,60, Dominican-Republic, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Ireland, >50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Laos, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, Nicaragua, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,40, Honduras, >50K
39, Local-gov, Bachelors, Never-married, Sales, Husband, White, Male,0,0,42, Scotland, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
55, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,5013,0,40, Peru, >50K
21, Private, Prof-school, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female,0,1887,40, Nicaragua, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,60, Mexico, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, >50K
20, Private, 11th, Never-married, Transport-moving, Own-child, Other, Female,0,0,40, Greece, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,35, Scotland, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,20, India, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,60, El-Salvador, >50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, Haiti, <=50K
61, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Portugal, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Jamaica, <=50K
25, Private, Some-college, Widowed, Tech-support, Wife, Other, Female,0,0,35, England, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,40, Puerto-Rico, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,1887,50, Poland, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,30, Jamaica, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,30, Ireland, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
25, Private, Assoc-acdm, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,20, South, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
32, Private, HS-grad, Widowed, Protective-serv, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, India, <=50K
54, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,46, Poland, >50K
62, Private, Masters, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,1887,35, Portugal, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, Hungary, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,60, China, >50K
36, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, White, Female,0,0,50, Japan, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, Peru, <=50K
44, Private, Some-college, Divorced, Tech-support, Husband, Other, Female,13137,0,45, Taiwan, >50K
42, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,1977,40, Cambodia, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,3573,0,60, Columbia, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Yugoslavia, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Dominican-Republic, <=50K
45, Local-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,45, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Scotland, >50K
44, Self-emp-inc, Bachelors, Never-married, Farming-fishing, Wife, Other, Male,0,0,80, Germany, <=50K
53, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, <=50K
88, State-gov, 7th-8th, Widowed, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Taiwan, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,15024,0,40, Dominican-Republic, >50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, Cuba, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Philippines, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, France, <=50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1600,60, Portugal, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, Trinadad&Tobago, >50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,38, Italy, <=50K
40, Private, Some-college, Divorced, Other-service, Other-relative, Black, Male,0,0,40, England, <=50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
39, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1940,50, Cambodia, >50K
39, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,16, Laos, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,32, Honduras, >50K
44, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Haiti, >50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,20, Iran, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Husband, White, Female,0,0,40, Greece, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1964,54, Thailand, >50K
54, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Ecuador, >50K
45, Local-gov, Bachelors, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,54, Greece, >50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Ecuador, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Japan, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, England, <=50K
35, Private, Some-college, Never-married, Craft-repair, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
64, Private, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,9, Trinadad&Tobago, <=50K
48, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,40, Honduras, <=50K
57, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Japan, <=50K
31, Private, Assoc-voc, Never-married, Transport-moving, Unmarried, Other, Male,0,0,16, Ireland, <=50K
40, Private, Masters, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
42, Private, 10th, Married-spouse-absent, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Iran, <=50K
68, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,15, Nicaragua, <=50K
56, State-gov, Bachelors, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
42, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Female,6324,0,40, China, <=50K
37, Private, Bachelors, Never-married, Farming-fishing, Husband, Other, Female,0,0,60, Trinadad&Tobago, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, >50K
42, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,70, Canada, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Ecuador, <=50K
