21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
45, Self-emp-inc, Masters, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,2155,0,60, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Honduras, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,60, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Local-gov, Masters, Divorced, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,30, United-States, >50K
23, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Canada, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
53, State-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, Mexico, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
71, Private, Some-college, Widowed, Adm-clerical, Husband, Black, Male,0,0,20, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,38, United-States, >50K
45, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,48, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
19, Private, 10th, Never-married, Protective-serv, Unmarried, White, Male,0,0,30, United-States, <=50K
26, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,54, Canada, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,32, United-States, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Female,0,0,86, United-States, >50K
42, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
57, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,43, United-States, <=50K
34, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
40, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,45, Mexico, <=50K
39, Private, Prof-school, Never-married, Adm-clerical, Husband, Black, Male,14300,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,48, Mexico, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,7298,0,30, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,24, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,8614,0,54, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, >50K
27, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Doctorate, Widowed, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, Canada, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,48, United-States, >50K
52, Private, Some-college, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Divorced, Protective-serv, Own-child, White, Female,0,0,40, Germany, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,41, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,98, United-States, <=50K
19, State-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,10, United-States, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, >50K
32, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,42, United-States, <=50K
64, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,13503,0,10, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,52, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1460,15, United-States, <=50K
27, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,10520,0,50, United-States, >50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,42, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
58, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
56, Self-emp-not-inc, 10th, Divorced, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Haiti, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1977,45, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,24, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Husband, White, Male,99999,0,56, United-States, >50K
61, Self-emp-inc, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,10, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
60, Private, Bachelors, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,35, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Masters, Widowed, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Female,0,0,30, United-States, >50K
39, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,38, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,7298,0,43, Peru, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Japan, <=50K
25, Federal-gov, 11th, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,0,57, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
62, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
35, Federal-gov, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, 11th, Divorced, Sales, Husband, White, Male,2191,0,50, United-States, >50K
30, Self-emp-not-inc, Some-college, Divorced, Other-service, Wife, White, Male,0,0,25, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
46, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,6170,0,50, United-States, >50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,54, United-States, <=50K
26, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
62, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,45, United-States, >50K
43, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,30, United-States, >50K
19, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, Guatemala, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,15, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,1902,60, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1887,45, United-States, >50K
41, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Mexico, <=50K
65, Private, 7th-8th, Never-married, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
57, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,6406,0,60, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
31, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,2663,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,9, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
23, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,54, United-States, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,54, Mexico, >50K
28, Private, 7th-8th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
58, Local-gov, 10th, Divorced, Exec-managerial, Husband, White, Male,0,0,53, United-States, >50K
34, Private, Masters, Married-civ-spouse, Other-service, Wife, White, Male,7298,0,35, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
37, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,49, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15023,0,50, United-States, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, >50K
24, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
19, State-gov, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,20, United-States, <=50K
43, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Male,0,0,44, United-States, <=50K
53, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,15024,0,54, United-States, >50K
48, Private, Bachelors, Widowed, Sales, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
67, Self-emp-not-inc, Some-college, Widowed, Other-service, Wife, White, Female,0,0,20, El-Salvador, <=50K
44, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Wife, Black, Female,0,0,60, United-States, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1977,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,35, Canada, <=50K
38, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Mexico, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
77, Private, Some-college, Widowed, Adm-clerical, Husband, White, Female,0,0,20, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Laos, <=50K
23, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,35, United-States, <=50K
43, Local-gov, Some-college, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,364,0,40, United-States, >50K
50, Self-emp-inc, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,70, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, Cambodia, <=50K
22, Local-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, <=50K
36, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,5178,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, State-gov, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,20, United-States, <=50K
41, Private, Masters, Divorced, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
29, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,48, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
19, Private, Prof-school, Never-married, Machine-op-inspct, Own-child, White, Male,0,1775,40, United-States, >50K
55, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Widowed, Sales, Husband, Black, Male,0,0,40, United-States, >50K
34, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
68, Federal-gov, HS-grad, Widowed, Sales, Husband, White, Female,0,0,30, United-States, <=50K
39, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Male,0,0,37, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, United-States, >50K
50, Local-gov, Masters, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,30, United-States, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,42, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
65, Local-gov, Assoc-voc, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
65, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
55, Self-emp-inc, Some-college, Divorced, Farming-fishing, Husband, White, Female,0,0,60, United-States, >50K
38, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States, <=50K
