51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,65, Greece, <=50K
43, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, France, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,29, United-States, <=50K
25, Private, 11th, Never-married, Craft-repair, Husband, Other, Female,0,0,40, Nicaragua, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7298,0,45, Ecuador, >50K
47, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1128,40, France, <=50K
30, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
47, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,26, Columbia, <=50K
64, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Hungary, >50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Honduras, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
54, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Ecuador, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
54, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,2956,0,32, United-States, <=50K
48, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Male,0,2348,60, United-States, >50K
43, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,56, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,28, Hungary, <=50K
59, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
29, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, Trinadad&Tobago, <=50K
41, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,4386,0,40, Japan, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, France, <=50K
37, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1802,32, Philippines, <=50K
53, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1845,40, England, >50K
39, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, India, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Scotland, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, China, <=50K
45, State-gov, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
24, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Own-child, White, Male,0,0,54, Vietnam, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,4, United-States, >50K
55, Private, 10th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Cambodia, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Hong, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, >50K
34, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,91, France, <=50K
42, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,13, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, 12th, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Never-married, Tech-support, Unmarried, White, Female,0,0,38, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,7156,0,50, Italy, <=50K
20, Private, 5th-6th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,27, Germany, <=50K
32, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Haiti, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, State-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
71, Self-emp-not-inc, Some-college, Widowed, Priv-house-serv, Not-in-family, White, Male,0,0,15, United-States, <=50K
90, Private, 7th-8th, Widowed, Sales, Not-in-family, White, Female,0,0,40, Cuba, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
33, Private, 1st-4th, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,1725,45, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,5333,0,40, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,4386,0,80, United-States, <=50K
34, Private, Some-college, Separated, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
50, Self-emp-not-inc, 10th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,70, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,54, Portugal, >50K
55, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,48, United-States, >50K
25, Private, Some-college, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1639,40, Italy, <=50K
39, Local-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,45, Greece, <=50K
36, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Nicaragua, >50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,54, United-States, <=50K
46, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Scotland, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,17, Vietnam, <=50K
43, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Canada, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Philippines, <=50K
43, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, Holand-Netherlands, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,29, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
64, Private, Some-college, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,35, United-States, <=50K
25, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Italy, >50K
38, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,70, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,28, United-States, <=50K
39, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,28, Hungary, <=50K
22, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,25, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,25, Iran, <=50K
26, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Female,5013,0,35, United-States, <=50K
25, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, Yugoslavia, <=50K
22, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, India, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, France, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, South, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
56, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, China, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, Columbia, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, Outlying-US(Guam-USVI-etc), >50K
47, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
64, Private, 7th-8th, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,5328,0,77, United-States, >50K
61, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,3254,0,48, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
62, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Haiti, <=50K
35, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
60, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2415,80, Guatemala, <=50K
56, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, Laos, <=50K
59, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 11th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
21, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Thailand, >50K
71, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,15, Greece, <=50K
30, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,1349,40, United-States, <=50K
24, State-gov, 9th, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,50, Japan, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Portugal, <=50K
56, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,50, United-States, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,82, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Ireland, <=50K
54, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,65, United-States, >50K
37, State-gov, Assoc-acdm, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,20, Greece, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, >50K
41, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1671,50, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Wife, Black, Male,7298,0,29, Thailand, >50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Honduras, >50K
55, Private, 5th-6th, Never-married, Machine-op-inspct, Wife, White, Male,0,0,38, United-States, <=50K
73, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2268,40, United-States, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Philippines, <=50K
63, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, Hong, <=50K
27, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,29, United-States, <=50K
26, Private, 11th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Greece, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,1883,44, United-States, <=50K
37, Local-gov, Masters, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,25, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, Thailand, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
49, State-gov, Assoc-acdm, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Haiti, <=50K
21, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Hong, <=50K
69, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,22005,0,50, United-States, >50K
29, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1992,20, United-States, >50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Laos, <=50K
33, Private, Some-college, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,40, Haiti, <=50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Private, 10th, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,70, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Laos, >50K
46, State-gov, Some-college, Divorced, Adm-clerical, Husband, Other, Female,0,0,58, United-States, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, Columbia, >50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,15, United-States, <=50K
34, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
52, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Masters, Separated, Other-service, Not-in-family, White, Male,0,0,70, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
77, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,2339,0,15, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, China, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,99999,0,68, United-States, >50K
41, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,2239,35, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,3108,0,50, Holand-Netherlands, >50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
33, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,38, Trinadad&Tobago, <=50K
68, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, State-gov, 12th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,28, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, Cuba, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, Portugal, >50K
35, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,6754,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Separated, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,18, Haiti, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, Vietnam, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Holand-Netherlands, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,2145,0,29, United-States, <=50K
38, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,15023,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Guatemala, >50K
65, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
35, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,25, Holand-Netherlands, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
50, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,45, United-States, <=50K
29, Private, 12th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
