30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Germany, <=50K
24, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Yugoslavia, <=50K
57, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
62, Federal-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1979,40, Nicaragua, >50K
58, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, South, <=50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
62, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, South, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Laos, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, France, >50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,7687,0,40, Vietnam, >50K
38, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,45, Columbia, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
60, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, England, <=50K
44, Private, Bachelors, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
22, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
34, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,30, United-States, >50K
34, Private, Assoc-voc, Never-married, Sales, Own-child, Other, Male,0,0,30, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,4562,0,40, Poland, <=50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,25, Hungary, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,25, Germany, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
33, Private, HS-grad, Separated, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,54, United-States, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
22, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Haiti, >50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,7, Peru, <=50K
45, Local-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, Poland, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
20, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, Japan, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, China, <=50K
53, Self-emp-inc, Bachelors, Married-spouse-absent, Prof-specialty, Wife, Black, Male,0,0,20, United-States, >50K
29, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,16, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1976,35, Poland, >50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,3455,0,40, Thailand, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,15, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Own-child, Other, Male,0,0,40, Italy, <=50K
46, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, 5th-6th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1863,40, Germany, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
54, Federal-gov, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
29, Without-pay, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Haiti, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,51, United-States, <=50K
72, Self-emp-not-inc, Bachelors, Separated, Farming-fishing, Not-in-family, Other, Female,0,0,73, Haiti, <=50K
50, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, China, <=50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cambodia, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Thailand, <=50K
19, Private, 9th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Germany, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Puerto-Rico, >50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Trinadad&Tobago, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Female,5178,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
24, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Philippines, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, South, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Cambodia, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Federal-gov, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, >50K
41, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, >50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,2371,0,35, Cambodia, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Other, Female,0,0,20, United-States, >50K
38, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,30, Portugal, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
18, Self-emp-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,2610,0,40, Yugoslavia, <=50K
25, Local-gov, 12th, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Mexico, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
70, Private, HS-grad, Widowed, Exec-managerial, Husband, Other, Male,5178,0,40, Peru, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
38, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,16, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, <=50K
26, Private, 10th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,50, Ecuador, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, <=50K
56, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, Thailand, >50K
30, Private, HS-grad, Never-married, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
53, Private, Assoc-acdm, Divorced, Craft-repair, Wife, White, Female,0,0,36, Scotland, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,3103,0,40, United-States, >50K
45, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Hong, <=50K
44, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,4051,0,40, England, >50K
20, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3190,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Ecuador, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Guatemala, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, >50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, Philippines, >50K
45, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,35, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,36, Poland, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, Trinadad&Tobago, <=50K
22, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,10, Greece, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,80, Ireland, >50K
66, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,1902,60, United-States, >50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hong, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Greece, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, El-Salvador, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
62, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,80, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, France, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Cambodia, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, Ireland, >50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Female,0,1887,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Columbia, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
52, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,7, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,2963,0,40, Puerto-Rico, <=50K
25, Private, Masters, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Sales, Unmarried, Other, Male,0,0,45, United-States, <=50K
59, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Vietnam, <=50K
19, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, England, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Female,7687,0,45, United-States, >50K
64, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,22, United-States, >50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,1097,0,20, Honduras, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,36, United-States, >50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
53, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
47, Private, Masters, Separated, Exec-managerial, Not-in-family, White, Female,0,0,50, Laos, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, State-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,20, France, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,7677,0,45, United-States, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Hong, <=50K
38, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, Other, Female,5013,0,42, Dominican-Republic, <=50K
25, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,1740,40, United-States, <=50K
56, Self-emp-not-inc, Assoc-voc, Widowed, Exec-managerial, Unmarried, Other, Male,0,0,37, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3894,0,40, Italy, <=50K
64, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, El-Salvador, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
36, Private, Bachelors, Divorced, Sales, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
50, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, France, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
57, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, France, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
47, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,25, Hong, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Laos, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,24, Thailand, <=50K
54, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,15, Laos, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,40, United-States, <=50K
56, Private, 7th-8th, Separated, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,36, Hungary, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, >50K
55, Private, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Yugoslavia, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,40, United-States, <=50K
45, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,3115,0,40, Taiwan, <=50K
32, Private, HS-grad, Separated, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
19, Private, 5th-6th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
27, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,12, Vietnam, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2415,45, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, Ireland, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Female,0,0,45, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Hong, <=50K
58, Private, Doctorate, Married-spouse-absent, Prof-specialty, Husband, Other, Male,0,0,60, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, India, <=50K
18, Self-emp-not-inc, 11th, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, Germany, >50K
45, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,30, United-States, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,1848,35, United-States, <=50K
57, Self-emp-not-inc, 5th-6th, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Greece, <=50K
60, Private, Some-college, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Jamaica, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, Jamaica, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Mexico, <=50K
59, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, Philippines, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,65, United-States, >50K
47, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,1977,40, Guatemala, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
24, Private, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, <=50K
