27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
29, State-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Hong, <=50K
66, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, Nicaragua, <=50K
49, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, Jamaica, >50K
32, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Japan, <=50K
49, Private, Masters, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Hong, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,20, Guatemala, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Ireland, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
20, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,20, Hungary, <=50K
59, Self-emp-not-inc, 10th, Married-spouse-absent, Exec-managerial, Husband, Other, Female,0,0,60, El-Salvador, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1851,40, Outlying-US(Guam-USVI-etc), >50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Ireland, >50K
48, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,35, South, <=50K
26, Private, Masters, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
43, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Ireland, <=50K
66, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Philippines, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Cuba, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, South, >50K
26, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,80, Peru, <=50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
61, Private, Masters, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,35, Ireland, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Thailand, <=50K
48, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,25, France, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,42, Dominican-Republic, >50K
46, State-gov, HS-grad, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,25, France, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Haiti, <=50K
66, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,3026,0,20, Ireland, <=50K
41, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,68, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Iran, >50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,15024,0,40, Cambodia, >50K
46, Private, 12th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, >50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,3739,0,40, Ireland, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Poland, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,60, Jamaica, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,40, Hong, >50K
49, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Protective-serv, Own-child, Black, Female,0,0,10, Philippines, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, Hong, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,25, Cuba, <=50K
19, Private, Some-college, Separated, Adm-clerical, Other-relative, Other, Male,0,0,30, Japan, <=50K
74, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Laos, >50K
66, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,7, Poland, >50K
27, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Hungary, >50K
26, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,50, Haiti, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Italy, <=50K
51, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,60, Iran, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Unmarried, White, Female,7298,0,40, China, >50K
37, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, India, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2174,0,35, Taiwan, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1977,40, United-States, >50K
32, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
33, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Jamaica, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, Puerto-Rico, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,45, Philippines, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Cambodia, <=50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
41, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
37, Private, 11th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Honduras, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,40, South, >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, Puerto-Rico, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,70, Greece, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, France, >50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Germany, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,53, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Hungary, <=50K
29, Self-emp-inc, Bachelors, Never-married, Farming-fishing, Own-child, Black, Female,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Iran, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Trinadad&Tobago, <=50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
23, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Vietnam, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Cuba, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,64, Greece, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
41, Private, Masters, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,25, Greece, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Jamaica, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cuba, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Cuba, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,20, Philippines, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
49, State-gov, Bachelors, Divorced, Other-service, Unmarried, Other, Male,0,0,45, United-States, >50K
56, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,45, Columbia, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
42, Federal-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
49, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Ecuador, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,23, Honduras, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, Thailand, <=50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,40, United-States, >50K
19, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
34, Local-gov, Assoc-acdm, Separated, Prof-specialty, Own-child, Other, Male,0,0,40, France, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,23, Portugal, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Dominican-Republic, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,5178,0,40, France, >50K
25, Private, HS-grad, Never-married, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,45, England, <=50K
31, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,4650,0,50, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, <=50K
30, Private, Bachelors, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,1732,40, Italy, <=50K
48, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Male,5178,0,40, Portugal, >50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1717,40, Japan, <=50K
64, Self-emp-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,8100,0,60, Puerto-Rico, >50K
29, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Nicaragua, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,50, Yugoslavia, >50K
46, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, India, >50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, >50K
27, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, Iran, <=50K
44, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, Other, Male,0,0,45, Portugal, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,37, Hong, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,60, Columbia, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Ireland, <=50K
34, Private, 5th-6th, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1731,40, England, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,7298,0,40, England, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,20, Japan, <=50K
46, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Haiti, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Jamaica, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
48, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, Cuba, <=50K
89, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,1978,40, Haiti, <=50K
44, Private, Assoc-voc, Divorced, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,10140,0,40, Dominican-Republic, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Laos, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Laos, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Germany, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, India, <=50K
46, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, Greece, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Iran, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,50, Cuba, >50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,45, United-States, <=50K
37, State-gov, Masters, Divorced, Other-service, Not-in-family, White, Male,13850,0,45, Haiti, >50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Peru, <=50K
34, Private, Some-college, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,40, South, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Canada, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,60, United-States, >50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, England, >50K
55, Private, 11th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
65, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Italy, <=50K
25, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, Haiti, <=50K
35, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Greece, <=50K
34, Private, HS-grad, Separated, Exec-managerial, Wife, White, Female,0,0,37, Thailand, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,52, Haiti, >50K
52, Private, Masters, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, Nicaragua, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
23, Private, Bachelors, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,35, Cambodia, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
34, Private, Some-college, Widowed, Sales, Not-in-family, Black, Male,2789,0,40, Jamaica, <=50K
18, Self-emp-not-inc, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,8, Ireland, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,4186,0,50, Outlying-US(Guam-USVI-etc), <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Laos, <=50K
66, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2316,60, United-States, <=50K
59, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ireland, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, Japan, >50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,99, Laos, <=50K
61, Federal-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Poland, <=50K
41, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Columbia, <=50K
31, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Haiti, >50K
23, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,35, Philippines, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,50, Vietnam, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
51, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
25, Local-gov, Some-college, Married-spouse-absent, Prof-specialty, Husband, Black, Male,0,0,45, South, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,54, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,5145,0,40, Guatemala, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Dominican-Republic, <=50K
63, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,50, Hungary, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
34, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
54, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Puerto-Rico, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Ireland, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Hong, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Nicaragua, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Yugoslavia, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, <=50K
18, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,15, Vietnam, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,1740,35, United-States, <=50K
21, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Thailand, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,80, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
34, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Portugal, >50K
50, Private, Some-college, Divorced, Prof-specialty, Wife, Black, Male,0,0,40, Cuba, >50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,1890,35, United-States, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
35, Private, Masters, Married-spouse-absent, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,7298,0,40, Germany, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Cuba, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Laos, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
23, Private, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, Canada, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,70, Greece, >50K
