25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, >50K
37, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, >50K
20, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,1902,35, Italy, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,45, Dominican-Republic, <=50K
41, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,38, Ecuador, <=50K
56, Local-gov, Bachelors, Widowed, Prof-specialty, Husband, Other, Female,0,0,40, Thailand, >50K
49, Private, HS-grad, Widowed, Other-service, Wife, Black, Female,0,0,10, China, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,35, Scotland, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,50, El-Salvador, <=50K
44, Local-gov, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Cuba, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Portugal, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,12, Ecuador, <=50K
35, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Hong, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Canada, >50K
39, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,50, Vietnam, >50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Honduras, >50K
51, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Peru, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, Trinadad&Tobago, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
23, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
65, Self-emp-not-inc, Doctorate, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
30, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Yugoslavia, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, China, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,45, Guatemala, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,45, Taiwan, <=50K
20, Private, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,25, Honduras, <=50K
72, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, Greece, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1867,40, Laos, <=50K
40, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Yugoslavia, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Jamaica, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,60, Japan, >50K
33, State-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, Hungary, <=50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Portugal, <=50K
37, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Canada, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Jamaica, >50K
32, Private, HS-grad, Separated, Adm-clerical, Own-child, Black, Female,0,1667,40, Poland, <=50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Nicaragua, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Iran, >50K
28, Without-pay, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, South, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,2, Ecuador, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Japan, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
17, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,44, Jamaica, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, Trinadad&Tobago, >50K
35, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
32, Private, Bachelors, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
61, Local-gov, 1st-4th, Widowed, Sales, Not-in-family, Black, Female,0,0,40, Nicaragua, >50K
40, Local-gov, Bachelors, Widowed, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,38, Greece, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Ecuador, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1977,40, Hong, <=50K
54, Private, 11th, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,7687,0,40, Portugal, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Hungary, <=50K
34, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, Cuba, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,4064,0,40, Hungary, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, France, >50K
50, Private, 11th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, Philippines, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Greece, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Philippines, >50K
69, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, Guatemala, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Iran, >50K
42, Local-gov, Masters, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Cuba, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Taiwan, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,2415,0,40, Philippines, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Nicaragua, >50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Ecuador, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, England, <=50K
49, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,38, Taiwan, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,35, England, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,25, Haiti, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, Yugoslavia, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,7687,0,50, El-Salvador, >50K
27, State-gov, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Poland, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,37, Honduras, <=50K
51, Private, HS-grad, Never-married, Farming-fishing, Husband, Black, Male,0,0,50, England, <=50K
18, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, Cuba, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,5000,0,45, Yugoslavia, <=50K
49, Private, Assoc-voc, Never-married, Farming-fishing, Husband, Other, Male,15024,0,40, Columbia, >50K
30, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,30, Germany, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
34, Private, 10th, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,45, Vietnam, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,35, England, <=50K
32, Private, 9th, Separated, Other-service, Own-child, Other, Male,0,0,40, Japan, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,5163,0,40, El-Salvador, >50K
61, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,15024,0,35, Haiti, >50K
34, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,53, Dominican-Republic, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Philippines, >50K
29, Private, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,1977,32, China, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Mexico, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, Italy, <=50K
43, State-gov, Bachelors, Widowed, Prof-specialty, Wife, Black, Female,8553,0,40, Honduras, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Jamaica, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,24, El-Salvador, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Laos, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,1902,50, Philippines, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,35, Mexico, <=50K
17, Private, 10th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Germany, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,48, Cambodia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,35, Nicaragua, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, Cuba, <=50K
40, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, Vietnam, >50K
71, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Yugoslavia, >50K
27, Local-gov, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7687,0,50, Italy, >50K
34, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,38, Yugoslavia, <=50K
58, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Dominican-Republic, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,4386,0,40, Yugoslavia, >50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Dominican-Republic, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1871,40, Yugoslavia, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,44, Italy, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Assoc-voc, Divorced, Exec-managerial, Wife, Other, Female,0,0,40, Italy, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Japan, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Vietnam, <=50K
25, State-gov, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, Philippines, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
39, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Male,7687,0,40, Japan, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,44, Laos, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,32, Ireland, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
36, Local-gov, Assoc-acdm, Widowed, Exec-managerial, Wife, White, Male,0,0,40, Iran, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Vietnam, >50K
56, Local-gov, Assoc-voc, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Cuba, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,2136,0,45, Cambodia, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Laos, <=50K
40, Private, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,50, India, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Laos, <=50K
45, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Jamaica, <=50K
55, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, Ireland, <=50K
34, Federal-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,48, India, >50K
79, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,2174,0,5, Laos, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
36, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,48, Japan, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,15, Thailand, <=50K
20, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, South, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, Hungary, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,1887,35, Japan, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Canada, <=50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,7, Haiti, <=50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Haiti, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,60, Hong, <=50K
36, State-gov, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,30, Vietnam, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,35, Taiwan, >50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, South, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Haiti, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Cambodia, >50K
44, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, >50K
37, State-gov, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,38, Poland, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cuba, <=50K
24, Private, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Wife, Other, Male,0,0,70, Dominican-Republic, <=50K
22, State-gov, HS-grad, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Nicaragua, <=50K
33, Private, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,30, Taiwan, <=50K
22, Private, Prof-school, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
38, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
63, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,35, Puerto-Rico, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Puerto-Rico, <=50K
19, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Philippines, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5178,0,40, Ecuador, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Cuba, >50K
30, Local-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, China, <=50K
37, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, England, <=50K
50, State-gov, Bachelors, Never-married, Protective-serv, Husband, Black, Female,0,0,16, Thailand, <=50K
31, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Honduras, >50K
44, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, France, <=50K
18, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,35, Ireland, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7923,0,40, Greece, >50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Germany, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Cuba, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Peru, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, France, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
58, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,5090,0,40, Thailand, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, England, <=50K
27, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Philippines, >50K
33, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Guatemala, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,55, Honduras, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,37, Poland, <=50K
37, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,30, Honduras, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
21, Private, 10th, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,8, Yugoslavia, <=50K
64, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Philippines, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
28, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,3788,0,50, Mexico, <=50K
35, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, England, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, Dominican-Republic, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Nicaragua, <=50K
80, Local-gov, 10th, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,24, Yugoslavia, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,1977,50, Poland, <=50K
36, State-gov, Bachelors, Widowed, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,35, Haiti, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Columbia, <=50K
